scientific_name	assembly_id	gcf	assembly_category	assembly_bio_sample_accession	assembly_name	contig_n50	scaffold_n50	last_updated	taxon_id	taxon_rank	assembly_id_no_version	version	synonym	tolid_prefix	common_name	subspecies	species	genus	family	order	class	qv_score	assigned_percent	assembly_span	ungapped_span	contig_l50	scaffold_l50	contig_count	scaffold_count	chromosome_count	sequence_count	gc_percent	n_percent	source_accession	bioproject	assembly_level	sample_sex	refseq_category	submitter	gene_count	protein_count	busco_completeness	busco_lineage	busco_string	project	assembly_bio_project_accession	assembly_sequencing_tech	pacbio	nanopore	taxonomic_group
Heterodontus francisci	GCA_036365495.1	NA	alt	SAMN39432692	sHetFra1.hap2	3485302	97904885	2024-02-06	7792	species	GCA_036365495	1	[""Cestracion francisci""]	NA	NA	NA	Heterodontus francisci	Heterodontus	Heterodontidae	Heterodontiformes	Chondrichthyes	NA	84.74	5196885747	5167265545	435	17	4286	1496	51	1496	45	NA	NA	PRJNA1064417;PRJNA1066848;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1064417	PacBio Sequel	true	false	cartilaginous fish
Heterodontus francisci	GCA_036365525.1	GCF_036365525.1	pri	SAMN39432692	sHetFra1.hap1	3418954	90140832	2024-02-06	7792	species	GCA_036365525	1	[""Cestracion francisci""]	NA	NA	NA	Heterodontus francisci	Heterodontus	Heterodontidae	Heterodontiformes	Chondrichthyes	NA	75.60000000000001	6013048672	5984679151	500	21	5087	2306	51	2306	45	NA	NA	PRJNA1064416;PRJNA1066848;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1064416	PacBio Sequel	true	false	cartilaginous fish
Amia calva	GCA_036373705.1	GCF_036373705.1	pri	SAMN39643085	fAmiCal2.hap1	17465777	44181238	2024-02-06	7924	species	GCA_036373705	1	NA	NA	NA	NA	Amia calva	Amia	Amiidae	Amiiformes	Actinopteri	NA	93.86	989103751	989084351	20	10	486	389	23	389	41	NA	NA	PRJNA1070663;PRJNA1072716;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1070663	PacBio Revio HiFi; Arima Hi-C v2	true	false	bony fish
Amia calva	GCA_036365475.1	NA	alt	SAMN39643085	fAmiCal2.hap2	20343451	41848062	2024-02-06	7924	species	GCA_036365475	1	NA	NA	NA	NA	Amia calva	Amia	Amiidae	Amiiformes	Actinopteri	NA	95.53	958875937	958859937	16	10	377	297	23	297	40.5	NA	NA	PRJNA1070664;PRJNA1072716;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1070664	PacBio Revio HiFi; Arima Hi-C v2	true	false	bony fish
Mixophyes fleayi	GCA_038048845.1	NA	pri	SAMN39657083	aMixFle1.hap1	4050021	346624570	2024-04-17	3061075	species	GCA_038048845	1	NA	NA	NA	NA	Mixophyes fleayi	Mixophyes	Limnodynastidae	Anura	Amphibia	NA	93.59	2969628263	2965826130	203	4	4227	2806	12	2806	40.5	NA	NA	PRJNA1071269;PRJNA1096747;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1071269	PacBio Sequel II Hifi; Bionano Genomics DLS; Arima Hi-C v2	true	false	amphibian
Mixophyes fleayi	GCA_038048865.1	NA	alt	SAMN39657083	aMixFle1.hap2	4482390	343394132	2024-04-17	3061075	species	GCA_038048865	1	NA	NA	NA	NA	Mixophyes fleayi	Mixophyes	Limnodynastidae	Anura	Amphibia	NA	97.04	2876209288	2872900761	178	4	2297	914	12	914	41	NA	NA	PRJNA1071268;PRJNA1096747;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1071268	PacBio Sequel II Hifi; Bionano Genomics DLS; Arima Hi-C v2	true	false	amphibian
Clemmys guttata	GCA_040208425.1	NA	pri	SAMN39710062	rCleGut1_a1.0	109339599	NA	2024-06-17	85608	species	GCA_040208425	1	[""Testudo guttata""]	NA	NA	NA	Clemmys guttata	Clemmys	Emydidae	Testudines	NA	NA	NA	2270902309	2270902309	7	NA	150	NA	NA	150	44.5	NA	NA	PRJNA1077964;PRJNA533106;PRJNA813333;PRJNA930703	Contig	female	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077964	PacBio Revio	true	false	reptile
Clemmys guttata	GCA_040208395.1	NA	alt	SAMN39710062	rCleGut1_p1.0	108421626	NA	2024-06-20	85608	species	GCA_040208395	1	[""Testudo guttata""]	NA	NA	NA	Clemmys guttata	Clemmys	Emydidae	Testudines	NA	NA	NA	2286362633	2286362633	7	NA	153	NA	NA	153	45	NA	NA	PRJNA1077963;PRJNA533106;PRJNA813333;PRJNA930703	Contig	female	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077963	PacBio Revio	true	false	reptile
Buteo regalis	GCA_037951015.1	NA	pri	SAMN39710063	bButReg1_p1.0	35970857	NA	2024-04-03	223441	species	GCA_037951015	1	[""Archibuteo regalis""]	NA	NA	NA	Buteo regalis	Buteo	Accipitridae	Accipitriformes	Aves	NA	NA	1295022542	1295022542	12	NA	231	NA	NA	231	43	NA	NA	PRJNA1071626;PRJNA1077959;PRJNA533106;PRJNA813333	Contig	male	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077959	PacBio Revio	true	false	bird
Buteo regalis	GCA_037954475.1	NA	alt	SAMN39710063	bButReg1_a1.0	24988937	NA	2024-04-03	223441	species	GCA_037954475	1	[""Archibuteo regalis""]	NA	NA	NA	Buteo regalis	Buteo	Accipitridae	Accipitriformes	Aves	NA	NA	1270420132	1270420132	14	NA	336	NA	NA	336	43	NA	NA	PRJNA1071626;PRJNA1077960;PRJNA533106;PRJNA813333	Contig	male	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077960	PacBio Revio	true	false	bird
Marmota vancouverensis	GCA_040207195.1	NA	pri	SAMN39710064	mMarVan1_a1.0	73269274	NA	2024-06-17	93167	species	GCA_040207195	1	NA	NA	NA	NA	Marmota vancouverensis	Marmota	Sciuridae	Rodentia	Mammalia	NA	NA	2385560758	2385560758	13	NA	1014	NA	NA	1014	39.5	NA	NA	PRJNA1004340;PRJNA1077962;PRJNA533106;PRJNA813333	Contig	male	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077962	PacBio Revio	true	false	mammal
Marmota vancouverensis	GCA_040207255.1	NA	alt	SAMN39710064	mMarVan1_p1.0	66661095	NA	2024-06-17	93167	species	GCA_040207255	1	NA	NA	NA	NA	Marmota vancouverensis	Marmota	Sciuridae	Rodentia	Mammalia	NA	NA	2499975999	2499975999	12	NA	526	NA	NA	526	40	NA	NA	PRJNA1004340;PRJNA1077961;PRJNA533106;PRJNA813333	Contig	male	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077961	PacBio Revio	true	false	mammal
Lithobates septentrionalis	GCA_037952835.1	NA	pri	SAMN39710065	aLitSep1_p1.0	3139341	NA	2024-04-03	190274	species	GCA_037952835	1	[""Rana septentrionalis""]	NA	NA	NA	Lithobates septentrionalis	Lithobates	Ranidae	Anura	Amphibia	NA	NA	7098362355	7098362355	630	NA	6078	NA	NA	6078	44	NA	NA	PRJNA1071627;PRJNA1077965;PRJNA533106;PRJNA813333	Contig	male	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077965	PacBio Revio	true	false	amphibian
Lithobates septentrionalis	GCA_037952795.1	NA	alt	SAMN39710065	aLitSep1_a1.0	3155935	NA	2024-04-03	190274	species	GCA_037952795	1	[""Rana septentrionalis""]	NA	NA	NA	Lithobates septentrionalis	Lithobates	Ranidae	Anura	Amphibia	NA	NA	7033038199	7033038199	626	NA	5787	NA	NA	5787	44	NA	NA	PRJNA1071627;PRJNA1077966;PRJNA533106;PRJNA813333	Contig	male	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077966	PacBio Revio	true	false	amphibian
Lithobates clamitans	GCA_037952925.1	NA	pri	SAMN39710066	aLitCla1_p1.0	4403197	NA	2024-04-04	145282	species	GCA_037952925	1	[""Rana clamitans""]	NA	NA	NA	Lithobates clamitans	Lithobates	Ranidae	Anura	Amphibia	NA	NA	6355615356	6355615356	419	NA	3945	NA	NA	3945	43.5	NA	NA	PRJNA1071628;PRJNA1077972;PRJNA533106;PRJNA813333	Contig	male	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077972	PacBio Revio	true	false	amphibian
Lithobates clamitans	GCA_037952905.1	NA	alt	SAMN39710066	aLitCla1_a1.0	4368602	NA	2024-04-03	145282	species	GCA_037952905	1	[""Rana clamitans""]	NA	NA	NA	Lithobates clamitans	Lithobates	Ranidae	Anura	Amphibia	NA	NA	6282789423	6282789423	414	NA	3847	NA	NA	3847	43.5	NA	NA	PRJNA1071628;PRJNA1077973;PRJNA533106;PRJNA813333	Contig	male	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077973	PacBio Revio	true	false	amphibian
Aquarana catesbeiana	GCA_037953035.1	NA	pri	SAMN39710067	aLitCat1_p1.0	4266899	NA	2024-04-04	8400	species	GCA_037953035	1	[""Rana catesbeiana""]	NA	NA	NA	Aquarana catesbeiana	Aquarana	Ranidae	Anura	Amphibia	NA	NA	6623812341	6623812341	440	NA	4070	NA	NA	4070	43.5	NA	NA	PRJNA1071629;PRJNA1077975;PRJNA533106;PRJNA813333	Contig	female	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077975	PacBio Revio	true	false	amphibian
Aquarana catesbeiana	GCA_037952965.1	NA	alt	SAMN39710067	aLitCat1_a1.0	4270000	NA	2024-04-03	8400	species	GCA_037952965	1	[""Rana catesbeiana""]	NA	NA	NA	Aquarana catesbeiana	Aquarana	Ranidae	Anura	Amphibia	NA	NA	6569421866	6569421866	435	NA	3903	NA	NA	3903	43.5	NA	NA	PRJNA1071629;PRJNA1077976;PRJNA533106;PRJNA813333	Contig	female	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077976	PacBio Revio	true	false	amphibian
Clethrionomys rutilus	GCA_040207285.1	NA	pri	SAMN39710068	mMyoRut1_p1.0	42196457	NA	2024-06-17	537920	species	GCA_040207285	1	[""Myodes rutilus""]	NA	NA	NA	Clethrionomys rutilus	Clethrionomys	Cricetidae	Rodentia	Mammalia	NA	NA	2399565154	2399565154	17	NA	252	NA	NA	252	42	NA	NA	PRJNA1071630;PRJNA1077979;PRJNA533106;PRJNA813333	Contig	male	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077979	PacBio Revio	true	false	mammal
Clethrionomys rutilus	GCA_040207245.1	NA	alt	SAMN39710068	mMyoRut1_a1.0	30717254	NA	2024-06-17	537920	species	GCA_040207245	1	[""Myodes rutilus""]	NA	NA	NA	Clethrionomys rutilus	Clethrionomys	Cricetidae	Rodentia	Mammalia	NA	NA	2541911871	2541911871	19	NA	262	NA	NA	262	42	NA	NA	PRJNA1071630;PRJNA1077983;PRJNA533106;PRJNA813333	Contig	male	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1077983	PacBio Revio	true	false	mammal
Mergus octosetaceus	GCA_036873955.1	NA	pri	SAMN39710078	bMerOct1.hap1	10800487	83836255	2024-02-26	1570318	species	GCA_036873955	1	NA	NA	NA	NA	Mergus octosetaceus	Mergus	Anatidae	Anseriformes	Aves	NA	95.61	1245774584	1245717625	34	5	895	568	36	568	42.5	NA	NA	PRJNA1072166;PRJNA1076174;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1072166	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bird
Mergus octosetaceus	GCA_036850655.1	NA	alt	SAMN39710078	bMerOct1.hap2	10490917	77730658	2024-02-26	1570318	species	GCA_036850655	1	NA	NA	NA	NA	Mergus octosetaceus	Mergus	Anatidae	Anseriformes	Aves	NA	90.89	1213885900	1213843641	32	4	964	720	34	720	43	NA	NA	PRJNA1072165;PRJNA1076174;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1072165	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	bird
Fundulus diaphanus	GCA_037039145.1	NA	pri	SAMN39736529	fFunDia1.hap1	11036555	57717734	2024-03-06	54267	species	GCA_037039145	1	[""Hydrargira diaphana""]	NA	NA	NA	Fundulus diaphanus	Fundulus	Fundulidae	Cyprinodontiformes	Actinopteri	NA	98.77	1351812078	1348350338	35	12	623	330	24	330	41	NA	NA	PRJNA1072162;PRJNA1074739;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1072162	PacBio Sequel II HiFi; Arima Hi-C v2; Bionano DLS	true	false	bony fish
Fundulus diaphanus	GCA_037038625.1	NA	alt	SAMN39736529	fFunDia1.hap2	8236268	57021853	2024-03-06	54267	species	GCA_037038625	1	[""Hydrargira diaphana""]	NA	NA	NA	Fundulus diaphanus	Fundulus	Fundulidae	Cyprinodontiformes	Actinopteri	NA	99	1329922595	1323600423	46	11	569	196	24	196	41	NA	NA	PRJNA1072163;PRJNA1074739;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1072163	PacBio Sequel II HiFi; Arima Hi-C v2; Bionano DLS	true	false	bony fish
Microtus pennsylvanicus	GCA_037038515.1	NA	pri	SAMN39894136	mMicPen1.hap1	47175454	125308425	2024-03-06	10058	species	GCA_037038515	1	[""Mus pennsylvanicus""]	NA	NA	NA	Microtus pennsylvanicus	Microtus	Cricetidae	Rodentia	Mammalia	NA	99.15	2369119668	2369108668	16	8	240	180	24	180	42.5	NA	NA	PRJNA1074849;PRJNA1082380;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1074849	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Microtus pennsylvanicus	GCA_037039175.1	NA	alt	SAMN39894136	mMicPen1.hap2	63584353	118374433	2024-03-06	10058	species	GCA_037039175	1	[""Mus pennsylvanicus""]	NA	NA	NA	Microtus pennsylvanicus	Microtus	Cricetidae	Rodentia	Mammalia	NA	99.25	2156400253	2156390553	13	8	196	143	22	143	42.5	NA	NA	PRJNA1074850;PRJNA1082380;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1074850	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Rhynchonycteris naso	GCA_037038555.1	NA	pri	SAMN39947078	mRhyNas2.hap2	108301702	288038771	2024-03-06	249017	species	GCA_037038555	1	[""Vespertilio naso""]	NA	NA	NA	Rhynchonycteris naso	Rhynchonycteris	Emballonuridae	Chiroptera	Mammalia	NA	99.92	2296372838	2296365838	9	4	77	38	10	38	41	NA	NA	PRJNA1076652;PRJNA1079320;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	representative genome	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1076652	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Rhynchonycteris naso	GCA_037038545.1	NA	alt	SAMN39947078	mRhyNas2.hap1	86271459	286991050	2024-03-06	249017	species	GCA_037038545	1	[""Vespertilio naso""]	NA	NA	NA	Rhynchonycteris naso	Rhynchonycteris	Emballonuridae	Chiroptera	Mammalia	NA	99.96	2455049845	2455039245	10	4	108	40	12	40	41	NA	NA	PRJNA1076651;PRJNA1079320;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	NA	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1076651	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Molossus alvarezi	GCA_037176705.1	NA	pri	SAMN40002245	mMolAlv2.hap2	69284146	113334338	2024-03-15	1552295	species	GCA_037176705	1	NA	NA	NA	NA	Molossus alvarezi	Molossus	Molossidae	Chiroptera	Mammalia	NA	98.41	2504806577	2504794677	13	9	362	287	24	287	42	NA	NA	PRJNA1080660;PRJNA1085220;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	female	representative genome	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1080660	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Molossus alvarezi	GCA_037157525.1	NA	alt	SAMN40002245	mMolAlv2.hap1	63410948	112651663	2024-03-15	1552295	species	GCA_037157525	1	NA	NA	NA	NA	Molossus alvarezi	Molossus	Molossidae	Chiroptera	Mammalia	NA	98.94	2478667944	2478655244	15	9	405	325	24	325	42.5	NA	NA	PRJNA1080661;PRJNA1085220;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	female	NA	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1080661	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Molossus nigricans	GCA_039880945.1	NA	pri	SAMN40002246	mMolNig1.hap1	74731956	114338547	2024-05-29	2997257	species	GCA_039880945	1	NA	NA	NA	NA	Molossus nigricans	Molossus	Molossidae	Chiroptera	Mammalia	NA	97.34	2567086694	2567069394	14	9	478	365	25	365	42.5	NA	NA	PRJNA1093103;PRJNA1114690;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	representative genome	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1093103	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Molossus nigricans	GCA_039880925.1	NA	alt	SAMN40002246	mMolNig1.hap2	73223485	112648841	2024-05-29	2997257	species	GCA_039880925	1	NA	NA	NA	NA	Molossus nigricans	Molossus	Molossidae	Chiroptera	Mammalia	NA	97.26	2394902263	2394890463	13	9	362	282	23	282	43	NA	NA	PRJNA1093104;PRJNA1114690;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	NA	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1093104	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Artibeus lituratus	GCA_038363175.2	NA	pri	SAMN40002247	mArtLit1.hap2	60386740	164085409	2024-05-17	27634	species	GCA_038363175	2	NA	NA	NA	NA	Artibeus lituratus	Artibeus	Phyllostomidae	Chiroptera	Mammalia	NA	98.05	2096453601	2096444501	11	6	366	312	14	312	42.5	NA	NA	PRJNA1080657;PRJNA1085232;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	representative genome	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1080657	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Artibeus lituratus	GCA_038363095.2	NA	alt	SAMN40002247	mArtLit.hap1	65515378	160301290	2024-05-21	27634	species	GCA_038363095	2	NA	NA	NA	NA	Artibeus lituratus	Artibeus	Phyllostomidae	Chiroptera	Mammalia	NA	97.74	2311600757	2311593457	11	6	531	486	17	486	42.5	NA	NA	PRJNA1080658;PRJNA1085232;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	NA	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1080658	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Artibeus intermedius	GCA_038363225.1	NA	pri	SAMN40002248	mArtInt1.hap2	74638333	167574344	2024-04-22	51014	species	GCA_038363225	1	[""Artibeus lituratus intermedius""]	NA	NA	NA	Artibeus intermedius	Artibeus	Phyllostomidae	Chiroptera	Mammalia	NA	99.07	2080478059	2080469359	9	6	243	187	14	187	42.5	NA	NA	PRJNA1080655;PRJNA1085208;PRJNA1085227;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	representative genome	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1080655	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Artibeus intermedius	GCA_038363145.1	NA	alt	SAMN40002248	mArtInt1.hap1	60026580	160430197	2024-04-22	51014	species	GCA_038363145	1	[""Artibeus lituratus intermedius""]	NA	NA	NA	Artibeus intermedius	Artibeus	Phyllostomidae	Chiroptera	Mammalia	NA	98.74	2293600955	2293588855	14	6	500	419	17	419	42.5	NA	NA	PRJNA1080656;PRJNA1085208;PRJNA1085227;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	NA	Bat1K Project	NA	NA	NA	NA	NA	VGP	PRJNA1080656	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	mammal
Patagioenas fasciata	GCA_036971685.1	GCF_036971685.1	pri	SAMN40018840	bPatFas1.hap2	17514312	71505812	2024-03-06	372321	species	GCA_036971685	1	[""Columba fasciata""]	NA	NA	NA	Patagioenas fasciata	Patagioenas	Columbidae	Columbiformes	Aves	NA	NA	1410041145	1401671881	26	6	671	452	41	452	44	NA	NA	PRJNA1078808;PRJNA1080603;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	Vertebrate Genomes Project	19336	17072	NA	NA	NA	VGP	PRJNA1078808	PacBio Sequel II HiFi; Arima Hi-C v2; Bionano DLS	true	false	bird
Patagioenas fasciata	GCA_037038585.1	NA	alt	SAMN40018840	bPatFas1.hap1	18036418	70091812	2024-03-06	372321	species	GCA_037038585	1	[""Columba fasciata""]	NA	NA	NA	Patagioenas fasciata	Patagioenas	Columbidae	Columbiformes	Aves	NA	91.4	1194961845	1186642799	23	5	672	527	37	527	43.5	NA	NA	PRJNA1078807;PRJNA1080603;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1078807	PacBio Sequel II HiFi; Arima Hi-C v2; Bionano DLS	true	false	bird
Lophius americanus	GCA_037951165.1	NA	pri	SAMN40082097	fLopAme1_p1.0	4555137	NA	2024-04-04	8073	species	GCA_037951165	1	NA	NA	NA	NA	Lophius americanus	Lophius	Lophiidae	Lophiiformes	Actinopteri	NA	NA	748973283	748973283	38	NA	670	NA	NA	670	40	NA	NA	PRJNA1080242;PRJNA1087414;PRJNA533106;PRJNA813333	Contig	not provided	representative genome	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1080242	PacBio Sequel II	true	false	bony fish
Lophius americanus	GCA_037951125.1	NA	alt	SAMN40082097	fLopAme1_a1.0	5409439	NA	2024-04-03	8073	species	GCA_037951125	1	NA	NA	NA	NA	Lophius americanus	Lophius	Lophiidae	Lophiiformes	Actinopteri	NA	NA	730751459	730751459	34	NA	569	NA	NA	569	40.5	NA	NA	PRJNA1080243;PRJNA1087414;PRJNA533106;PRJNA813333	Contig	not provided	NA	Canada's national platform for genome sequencing and analysis	NA	NA	NA	NA	NA	CBP	PRJNA1080243	PacBio Sequel II	true	false	bony fish
Anolis sagrei	GCA_037176765.1	GCF_037176765.1	pri	SAMN40144551	rAnoSag1.mat	43146625	249210491	2024-03-15	38937	species	GCA_037176765	1	[""Norops sagrei""]	NA	NA	NA	Anolis sagrei	Anolis	Dactyloidae	Squamata	Lepidosauria	NA	99.98	1950830970	1950792770	14	4	220	29	15	29	41.5	NA	NA	PRJNA1080665;PRJNA1086517;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1080665	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	reptile
Anolis sagrei	GCA_037176775.1	NA	alt	SAMN40144551	rAnoSag1.pat	40158202	274775750	2024-03-15	38937	species	GCA_037176775	1	[""Norops sagrei""]	NA	NA	NA	Anolis sagrei	Anolis	Dactyloidae	Squamata	Lepidosauria	NA	99.92	1727284250	1727249850	14	3	213	41	13	41	41	NA	NA	PRJNA1080664;PRJNA1086517;PRJNA489243;PRJNA533106	Chromosome	male	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1080664	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	reptile
Lathamus discolor	GCA_037157495.1	GCF_037157495.1	pri	SAMN40289871	bLatDis1.hap1	19972387	126105786	2024-03-15	678569	species	GCA_037157495	1	[""Psittacus discolor""]	NA	NA	NA	Lathamus discolor	Lathamus	Psittacidae	Psittaciformes	Aves	NA	NA	1241003407	1238793660	18	5	553	367	26	367	42.5	NA	NA	PRJNA1085017;PRJNA1086524;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	Vertebrate Genomes Project	21285	16234	NA	NA	NA	VGP	PRJNA1085017	PacBio Sequel II HiFi; Arima Hi-C v2; Bionano DLS	true	false	bird
Lathamus discolor	GCA_037157625.1	NA	alt	SAMN40289871	bLatDis1.hap2	25138706	129024758	2024-03-15	678569	species	GCA_037157625	1	[""Psittacus discolor""]	NA	NA	NA	Lathamus discolor	Lathamus	Psittacidae	Psittaciformes	Aves	NA	93.88	1123412812	1120560631	14	4	535	413	24	413	43	NA	NA	PRJNA1085018;PRJNA1086524;PRJNA489243;PRJNA533106	Chromosome	female	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1085018	PacBio Sequel II HiFi; Arima Hi-C v2; Bionano DLS	true	false	bird
Rhinophrynus dorsalis	GCA_037306005.1	NA	pri	SAMN40302865	aRhiDor1.hap1	12994863	565843407	2024-03-20	43566	species	GCA_037306005	1	NA	NA	NA	NA	Rhinophrynus dorsalis	Rhinophrynus	Rhinophrynidae	Anura	Amphibia	NA	98.77	4745552136	4745145717	92	4	2495	463	11	463	42	NA	NA	PRJNA1085474;PRJNA1086928;PRJNA489243;PRJNA533106	Chromosome	not provided	representative genome	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1085474	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	amphibian
Rhinophrynus dorsalis	GCA_037306015.1	NA	alt	SAMN40302865	aRhiDor1.hap2	12716842	532500216	2024-03-20	43566	species	GCA_037306015	1	NA	NA	NA	NA	Rhinophrynus dorsalis	Rhinophrynus	Rhinophrynidae	Anura	Amphibia	NA	98.57	4535323468	4534921668	92	4	2665	656	11	656	42	NA	NA	PRJNA1085475;PRJNA1086928;PRJNA489243;PRJNA533106	Chromosome	not provided	NA	Vertebrate Genomes Project	NA	NA	NA	NA	NA	VGP	PRJNA1085475	PacBio Sequel II HiFi; Arima Hi-C v2	true	false	amphibian
Microcebus murinus	GCA_040939455.1	NA	pri	SAMN40455320	Inina_MMUR_h1	29388066	NA	2024-07-29	30608	species	GCA_040939455	1	NA	NA	NA	NA	Microcebus murinus	Microcebus	Cheirogaleidae	Primates	Mammalia	NA	NA	2355180403	2355180403	23	NA	760	NA	NA	760	41.5	NA	NA	PRJNA1082316;PRJNA1090504	Contig	NA	NA	University of Washington	NA	NA	NA	NA	NA	Other	PRJNA1082316	Pacbio Sequel 2	true	false	mammal
